#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Streptomyces megasporus	Bacteria	Actinobacteria	Actinobacteria	5.85006	-	-	-	1
Streptomyces mirabilis	Bacteria	Actinobacteria	Actinobacteria	11.4523	-	-	-	2
Streptomyces misakiensis	Bacteria	Actinobacteria	Actinobacteria	8.15804	-	-	-	1
Streptomyces mobaraensis	Bacteria	Actinobacteria	Actinobacteria	7.47781	-	-	-	1
Streptomyces monomycini	Bacteria	Actinobacteria	Actinobacteria	9.11162	-	-	-	1
Streptomyces mutabilis	Bacteria	Actinobacteria	Actinobacteria	7.82917	-	-	-	1
Streptomyces natalensis	Bacteria	Actinobacteria	Actinobacteria	9.18094	-	-	1	1
Streptomyces niger	Bacteria	Actinobacteria	Actinobacteria	8.48542	-	-	-	1
Streptomyces niveus	Bacteria	Actinobacteria	Actinobacteria	8.72688	1	-	4	1
Streptomyces novaecaesareae	Bacteria	Actinobacteria	Actinobacteria	7.42799	-	-	-	1
Streptomyces ochraceiscleroticus	Bacteria	Actinobacteria	Actinobacteria	8.40857	-	-	-	1
Streptomyces olindensis	Bacteria	Actinobacteria	Actinobacteria	9.38185	-	-	-	1
Streptomyces olivaceus	Bacteria	Actinobacteria	Actinobacteria	8.58439	-	-	-	2
Streptomyces peruviensis	Bacteria	Actinobacteria	Actinobacteria	9.90141	-	-	-	1
Streptomyces peucetius	Bacteria	Actinobacteria	Actinobacteria	9.52866	-	-	-	1
Streptomyces pratensis	Bacteria	Actinobacteria	Actinobacteria	7.6561	1	-	2	1
Streptomyces pristinaespiralis	Bacteria	Actinobacteria	Actinobacteria	8.13338	1	-	-	1
Streptomyces prunicolor	Bacteria	Actinobacteria	Actinobacteria	11.7606	-	-	-	1
Streptomyces puniceus	Bacteria	Actinobacteria	Actinobacteria	8.17982	-	-	-	2
Streptomyces purpeochromogenes	Bacteria	Actinobacteria	Actinobacteria	7.99682	-	-	-	2
Streptomyces purpeofuscus	Bacteria	Actinobacteria	Actinobacteria	10.43	-	-	-	2
Streptomyces purpureus	Bacteria	Actinobacteria	Actinobacteria	7.45833	-	-	-	1
Streptomyces pyridomyceticus	Bacteria	Actinobacteria	Actinobacteria	7.80361	-	-	-	2
Streptomyces rapamycinicus	Bacteria	Actinobacteria	Actinobacteria	12.7007	1	-	-	1
Streptomyces resistomycificus	Bacteria	Actinobacteria	Actinobacteria	9.46213	-	-	-	1
Streptomyces rimosus	Bacteria	Actinobacteria	Actinobacteria	10.0225	-	-	-	26
Streptomyces roseoverticillatus	Bacteria	Actinobacteria	Actinobacteria	7.20548	-	-	-	1
Streptomyces ruber	Bacteria	Actinobacteria	Actinobacteria	9.65743	-	-	-	2
Streptomyces scabiei	Bacteria	Actinobacteria	Actinobacteria	10.4767	1	-	-	3
Streptomyces scabrisporus	Bacteria	Actinobacteria	Actinobacteria	11.3927	-	-	-	1
Streptomyces sclerotialus	Bacteria	Actinobacteria	Actinobacteria	8.22991	-	-	-	2
Streptomyces scopuliridis	Bacteria	Actinobacteria	Actinobacteria	8.2435	-	-	-	1
Streptomyces seoulensis	Bacteria	Actinobacteria	Actinobacteria	6.38341	-	-	-	1
Streptomyces somaliensis	Bacteria	Actinobacteria	Actinobacteria	5.1769	-	-	-	1
Streptomyces speibonae	Bacteria	Actinobacteria	Actinobacteria	8.76149	-	-	-	1
Streptomyces sulphureus	Bacteria	Actinobacteria	Actinobacteria	7.10495	-	-	-	2
Streptomyces sviceus	Bacteria	Actinobacteria	Actinobacteria	9.31349	1	-	-	1
Streptomyces thermolilacinus	Bacteria	Actinobacteria	Actinobacteria	6.45734	-	-	-	1
Streptomyces thermotolerans	Bacteria	Actinobacteria	Actinobacteria	10.4531	-	-	-	1
Streptomyces toyocaensis	Bacteria	Actinobacteria	Actinobacteria	7.34101	-	-	-	1
Streptomyces tsukubaensis	Bacteria	Actinobacteria	Actinobacteria	7.6721	-	-	-	1
Streptomyces turgidiscabies	Bacteria	Actinobacteria	Actinobacteria	10.8253	-	-	-	1
Streptomyces varsoviensis	Bacteria	Actinobacteria	Actinobacteria	8.59509	-	-	-	2
Streptomyces venezuelae	Bacteria	Actinobacteria	Actinobacteria	8.22645	1	-	1	1
Streptomyces vinaceus	Bacteria	Actinobacteria	Actinobacteria	8.062	-	-	-	1
Streptomyces violaceoruber	Bacteria	Actinobacteria	Actinobacteria	10.5304	-	-	1	2
Streptomyces violaceorubidus	Bacteria	Actinobacteria	Actinobacteria	7.65147	-	-	-	1
Streptomyces violaceus	Bacteria	Actinobacteria	Actinobacteria	10.2086	-	-	-	1
Streptomyces violaceusniger	Bacteria	Actinobacteria	Actinobacteria	11.1383	1	-	2	1
Streptomyces violens	Bacteria	Actinobacteria	Actinobacteria	7.94152	-	-	-	1
Streptomyces virginiae	Bacteria	Actinobacteria	Actinobacteria	9.18506	-	-	-	2
Streptomyces viridochromogenes	Bacteria	Actinobacteria	Actinobacteria	9.68743	-	-	-	2
Streptomyces viridosporus	Bacteria	Actinobacteria	Actinobacteria	8.2933	-	-	-	1
Streptomyces vitaminophilus	Bacteria	Actinobacteria	Actinobacteria	6.42989	-	-	-	1
Streptomyces wadayamensis	Bacteria	Actinobacteria	Actinobacteria	7.05601	-	-	-	1
Streptomyces wedmorensis	Bacteria	Actinobacteria	Actinobacteria	9.38084	-	-	-	1
Streptomyces xanthophaeus	Bacteria	Actinobacteria	Actinobacteria	8.62193	-	-	-	2
Streptomyces xinghaiensis	Bacteria	Actinobacteria	Actinobacteria	6.79052	-	-	-	1
Streptomyces xylophagus	Bacteria	Actinobacteria	Actinobacteria	11.3868	-	-	-	1
Streptomyces yeochonensis	Bacteria	Actinobacteria	Actinobacteria	7.81939	-	-	-	1
Streptomyces yerevanensis	Bacteria	Actinobacteria	Actinobacteria	10.9259	-	-	-	1
Streptomyces zinciresistens	Bacteria	Actinobacteria	Actinobacteria	8.22169	-	-	-	1
Streptomycetaceae bacterium MP113-05	Bacteria	Actinobacteria	Actinobacteria	5.96165	-	-	-	1
Streptosporangium amethystogenes	Bacteria	Actinobacteria	Actinobacteria	9.44108	-	-	-	1
Streptosporangium roseum	Bacteria	Actinobacteria	Actinobacteria	10.3695	1	-	1	2
Subdoligranulum	Bacteria	Firmicutes	Clostridia	4.21454	-	-	-	1
Subdoligranulum variabile	Bacteria	Firmicutes	Clostridia	3.24547	-	-	-	1
Succinatimonas hippei	Bacteria	Proteobacteria	Gammaproteobacteria	2.30655	-	-	-	1
Succinimonas amylolytica	Bacteria	Proteobacteria	Gammaproteobacteria	3.96427	-	-	-	1
Succinispira mobilis	Bacteria	Firmicutes	Negativicutes	2.08524	-	-	-	1
Succinivibrio dextrinosolvens	Bacteria	Proteobacteria	Gammaproteobacteria	2.67547	-	-	-	1
Succinivibrionaceae bacterium WG-1	Bacteria	Proteobacteria	Gammaproteobacteria	2.95262	-	-	-	1
Sulfitobacter	Bacteria	Proteobacteria	Alphaproteobacteria	4.94529	-	-	1	8
Sulfitobacter donghicola	Bacteria	Proteobacteria	Alphaproteobacteria	3.54016	-	-	-	2
Sulfitobacter guttiformis	Bacteria	Proteobacteria	Alphaproteobacteria	3.97667	-	-	3	1
Sulfitobacter mediterraneus	Bacteria	Proteobacteria	Alphaproteobacteria	4.13108	-	-	-	2
Sulfitobacter pontiacus	Bacteria	Proteobacteria	Alphaproteobacteria	3.45317	-	-	-	1
Sulfobacillus acidophilus	Bacteria	Firmicutes	Clostridia	3.55783	1	-	1	2
Sulfobacillus thermosulfidooxidans	Bacteria	Firmicutes	Clostridia	3.86201	-	-	-	2
Sulfuricella denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	3.21721	1	-	1	1
Sulfuricurvum	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.10739	-	-	-	1
Sulfuricurvum kujiense	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.81936	1	-	4	1
Sulfurihydrogenibium	Bacteria	Aquificae	Aquificae	1.83844	1	-	-	1
Sulfurihydrogenibium azorense	Bacteria	Aquificae	Aquificae	1.64088	1	-	-	1
Sulfurihydrogenibium subterraneum	Bacteria	Aquificae	Aquificae	1.61018	-	-	-	1
Sulfurihydrogenibium yellowstonense	Bacteria	Aquificae	Aquificae	1.53447	-	-	-	1
Sulfurimonas	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.30202	-	-	-	1
Sulfurimonas autotrophica	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.1532	1	-	-	1
Sulfurimonas denitrificans	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.20156	1	-	-	1
Sulfurimonas gotlandica GD1	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.95268	1	-	-	2
Sulfurospirillum	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.66174	-	-	-	1
Sulfurospirillum arcachonense	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.65638	-	-	-	1
Sulfurospirillum barnesii	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.51011	1	-	-	1
Sulfurospirillum deleyianum	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.30635	1	-	-	1
Sulfurospirillum multivorans	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.17573	1	-	-	1
Sulfurovum	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.56228	1	-	-	3
Sutterella parvirubra	Bacteria	Proteobacteria	Betaproteobacteria	2.3769	-	-	-	1
Sutterella wadsworthensis	Bacteria	Proteobacteria	Betaproteobacteria	2.98833	-	-	-	3
Symbiobacterium thermophilum	Bacteria	Firmicutes	Clostridia	3.56614	1	-	-	1
Synechococcus	Bacteria	Cyanobacteria	Oscillatoriophycideae	5.97356	1	-	6	28
Synechococcus elongatus	Bacteria	Cyanobacteria	Oscillatoriophycideae	2.74227	1	-	2	2
Synechocystis	Bacteria	Cyanobacteria	Oscillatoriophycideae	4.90883	1	-	7	9
Synergistes	Bacteria	Synergistetes	Synergistia	3.28726	-	-	-	1
Synergistes jonesii	Bacteria	Synergistetes	Synergistia	2.74124	-	-	-	1
Synergistetes bacterium JGI 0000079-D21	Bacteria	Synergistetes	unclassified Synergistetes	0.967373	-	-	-	1
Syntrophobacter fumaroxidans	Bacteria	Proteobacteria	delta/epsilon subdivisions	4.99025	1	-	-	1
Syntrophobotulus glycolicus	Bacteria	Firmicutes	Clostridia	3.40674	1	-	-	1
Syntrophomonas wolfei	Bacteria	Firmicutes	Clostridia	2.9362	1	-	-	1
Syntrophorhabdus aromaticivorans	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.75948	-	-	-	1
Syntrophothermus lipocalidus	Bacteria	Firmicutes	Clostridia	2.40556	1	-	-	1
Syntrophus aciditrophicus	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.1793	1	-	-	1
Tannerella	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.86797	-	-	-	6
Tannerella forsythia	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.40552	1	-	-	1
Tatumella	Bacteria	Proteobacteria	Gammaproteobacteria	3.60293	-	-	-	2
Tatumella morbirosei	Bacteria	Proteobacteria	Gammaproteobacteria	4.36949	-	-	-	1
Tatumella ptyseos	Bacteria	Proteobacteria	Gammaproteobacteria	3.53905	-	-	-	2
Taylorella asinigenitalis	Bacteria	Proteobacteria	Betaproteobacteria	1.63856	1	-	-	3
Taylorella equigenitalis	Bacteria	Proteobacteria	Betaproteobacteria	1.73212	1	-	-	4
Tenacibaculum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.89786	-	-	-	1
Tenacibaculum maritimum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.22504	-	-	-	1
Tenacibaculum ovolyticum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.12446	-	-	-	1
Tepidanaerobacter acetatoxydans	Bacteria	Firmicutes	Clostridia	2.76125	1	-	-	2
Tepidiphilus margaritifer	Bacteria	Proteobacteria	Betaproteobacteria	2.22024	-	-	-	1
Terasakiella pusilla	Bacteria	Proteobacteria	Alphaproteobacteria	4.05356	-	-	-	1
Teredinibacter turnerae	Bacteria	Proteobacteria	Gammaproteobacteria	5.38782	1	-	-	9
Terracoccus	Bacteria	Actinobacteria	Actinobacteria	4.93873	-	-	-	1
Terribacillus aidingensis	Bacteria	Firmicutes	Bacilli	3.57708	1	-	1	1
Terriglobus roseus	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	5.22786	1	-	-	1
Terriglobus saanensis	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	5.09523	1	-	-	1
Terrimonas ferruginea	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.68615	-	-	-	1
Terrisporobacter glycolicus	Bacteria	Firmicutes	Clostridia	4.02046	-	-	-	2
Tetragenococcus halophilus	Bacteria	Firmicutes	Bacilli	2.56272	1	-	6	1
Tetragenococcus muriaticus	Bacteria	Firmicutes	Bacilli	2.10076	-	-	3	3
Tetrasphaera elongata	Bacteria	Actinobacteria	Actinobacteria	3.17469	-	-	-	1
Thalassobacillus devorans	Bacteria	Firmicutes	Bacilli	3.93513	-	-	-	1
Thalassobacter arenae	Bacteria	Proteobacteria	Alphaproteobacteria	3.68819	-	-	-	1
Thalassobaculum salexigens	Bacteria	Proteobacteria	Alphaproteobacteria	5.08455	-	-	-	1
Thalassobium sp. R2A62	Bacteria	Proteobacteria	Alphaproteobacteria	3.48793	-	-	-	1
Thalassolituus oleivorans	Bacteria	Proteobacteria	Gammaproteobacteria	3.92033	1	-	-	2
Thalassospira	Bacteria	Proteobacteria	Alphaproteobacteria	4.27033	-	-	-	2
Thalassospira lucentensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.74625	-	-	-	1
Thalassospira permensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.43331	-	-	-	1
Thalassospira profundimaris	Bacteria	Proteobacteria	Alphaproteobacteria	4.38023	-	-	-	1
Thalassospira xiamenensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.70524	-	-	-	1
Thalassotalea	Bacteria	Proteobacteria	Gammaproteobacteria	4.58256	-	-	-	1
Thauera	Bacteria	Proteobacteria	Betaproteobacteria	4.70873	1	-	1	4
Thauera aminoaromatica	Bacteria	Proteobacteria	Betaproteobacteria	4.2807	-	-	-	1
Thauera linaloolentis	Bacteria	Proteobacteria	Betaproteobacteria	4.21434	-	-	-	2
Thauera phenylacetica	Bacteria	Proteobacteria	Betaproteobacteria	5.02239	-	-	-	1
Thauera selenatis	Bacteria	Proteobacteria	Betaproteobacteria	9.14388	-	-	-	1
Thauera terpenica	Bacteria	Proteobacteria	Betaproteobacteria	4.14579	-	-	-	1
Thermacetogenium phaeum	Bacteria	Firmicutes	Clostridia	2.93906	1	-	-	2
Thermaerobacter marianensis	Bacteria	Firmicutes	Clostridia	2.8447	1	-	-	1
Thermaerobacter subterraneus	Bacteria	Firmicutes	Clostridia	2.88874	-	-	-	1
Thermanaerovibrio acidaminovorans	Bacteria	Synergistetes	Synergistia	1.84847	1	-	-	1
Thermanaerovibrio velox	Bacteria	Synergistetes	Synergistia	1.88084	1	-	-	1
Thermicanus aegyptius	Bacteria	Firmicutes	Bacilli	3.65762	-	-	-	1
Thermincola potens	Bacteria	Firmicutes	Clostridia	3.15742	1	-	-	1
Thermithiobacillus tepidarius	Bacteria	Proteobacteria	Gammaproteobacteria	2.9585	-	-	-	1
Thermoactinomyces	Bacteria	Firmicutes	Bacilli	2.62331	-	-	-	1
Thermoactinomyces daqus	Bacteria	Firmicutes	Bacilli	3.44157	-	-	-	1
Thermoanaerobacter	Bacteria	Firmicutes	Clostridia	2.61461	1	-	-	4
Thermoanaerobacter brockii	Bacteria	Firmicutes	Clostridia	2.34482	1	-	-	1
Thermoanaerobacter ethanolicus	Bacteria	Firmicutes	Clostridia	3.09165	-	-	-	2
Thermoanaerobacter indiensis	Bacteria	Firmicutes	Clostridia	2.59761	-	-	-	1
Thermoanaerobacter italicus	Bacteria	Firmicutes	Clostridia	2.45106	1	-	-	1
Thermoanaerobacter kivui	Bacteria	Firmicutes	Clostridia	2.39782	-	-	-	1
Thermoanaerobacter mathranii	Bacteria	Firmicutes	Clostridia	2.30609	1	-	-	1
Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes	Clostridia	2.36282	1	-	-	1
Thermoanaerobacter siderophilus	Bacteria	Firmicutes	Clostridia	2.54016	1	-	-	1
Thermoanaerobacter thermocopriae	Bacteria	Firmicutes	Clostridia	2.45574	-	-	-	1
Thermoanaerobacter thermohydrosulfuricus	Bacteria	Firmicutes	Clostridia	2.58087	-	-	-	1
Thermoanaerobacter wiegelii	Bacteria	Firmicutes	Clostridia	2.78506	1	-	-	1
Thermoanaerobacterium aotearoense	Bacteria	Firmicutes	Clostridia	2.80804	-	-	-	1
Thermoanaerobacterium saccharolyticum	Bacteria	Firmicutes	Clostridia	2.87935	2	-	1	2
Thermoanaerobacterium thermosaccharolyticum	Bacteria	Firmicutes	Clostridia	2.89428	1	-	1	2
Thermoanaerobacterium xylanolyticum	Bacteria	Firmicutes	Clostridia	2.53436	1	-	-	1
Thermoanaerobaculum aquaticum	Bacteria	Fibrobacteres/Acidobacteria group	Acidobacteria	2.66093	-	-	-	1
Thermobacillus composti	Bacteria	Firmicutes	Bacilli	4.35553	1	-	1	1
Thermobaculum terrenum	Bacteria	unclassified Bacteria	Thermobaculum	3.10158	2	-	-	1
Thermobifida fusca	Bacteria	Actinobacteria	Actinobacteria	3.64225	1	-	-	2
Thermobispora bispora	Bacteria	Actinobacteria	Actinobacteria	4.18998	1	-	-	1
Thermobrachium celere	Bacteria	Firmicutes	Clostridia	2.64476	-	-	-	1
Thermocrinis	Bacteria	Aquificae	Aquificae	1.31563	-	-	-	1
Thermocrinis albus	Bacteria	Aquificae	Aquificae	1.50058	1	-	-	1
Thermocrinis ruber	Bacteria	Aquificae	Aquificae	1.52104	1	-	-	1
Thermocrispum agreste	Bacteria	Actinobacteria	Actinobacteria	4.19609	-	-	-	1
Thermocrispum municipale	Bacteria	Actinobacteria	Actinobacteria	4.52642	-	-	-	1
Thermodesulfatator atlanticus	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	2.30228	-	-	-	1
Thermodesulfatator indicus	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	2.32222	1	-	-	1
Thermodesulfobacterium commune	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	1.76405	1	-	-	2
Thermodesulfobacterium geofontis	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	1.63438	1	-	-	1
Thermodesulfobacterium hveragerdense	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	1.72959	-	-	-	1
Thermodesulfobacterium hydrogeniphilum	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	1.68724	-	-	-	1
Thermodesulfobacterium thermophilum	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	1.78738	-	-	-	1
Thermodesulfobium narugense	Bacteria	Firmicutes	Clostridia	1.89887	1	-	-	1
Thermodesulfovibrio islandicus	Bacteria	Nitrospirae	Nitrospira	2.04887	-	-	-	1
Thermodesulfovibrio thiophilus	Bacteria	Nitrospirae	Nitrospira	1.87147	-	-	-	1
Thermodesulfovibrio yellowstonii	Bacteria	Nitrospirae	Nitrospira	2.0038	1	-	-	1
Thermogemmatispora	Bacteria	Chloroflexi	Ktedonobacteria	5.60796	-	-	-	1
Thermomicrobiales bacterium KI4	Bacteria	Chloroflexi	Thermomicrobia	2.93462	-	-	-	1
Thermomicrobium roseum	Bacteria	Chloroflexi	Thermomicrobia	2.92074	1	-	1	1
Thermomonas fusca	Bacteria	Proteobacteria	Gammaproteobacteria	3.15145	-	-	-	1
Thermomonospora curvata	Bacteria	Actinobacteria	Actinobacteria	5.63902	1	-	-	1
Thermonema rossianum	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.95497	-	-	-	1
Thermopetrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	2.60892	-	-	-	1
Thermophagus xiamenensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.86353	-	-	-	1
Thermosediminibacter oceani	Bacteria	Firmicutes	Clostridia	2.28003	1	-	-	1
Thermosinus carboxydivorans	Bacteria	Firmicutes	Negativicutes	2.88977	-	-	-	1
Thermosipho africanus	Bacteria	Thermotogae	Thermotogae	2.08355	1	-	-	2
Thermosipho melanesiensis	Bacteria	Thermotogae	Thermotogae	1.91524	1	-	-	1
Thermosynechococcus	Bacteria	Cyanobacteria	Oscillatoriophycideae	2.52006	1	-	-	1
Thermosynechococcus elongatus	Bacteria	Cyanobacteria	Oscillatoriophycideae	2.59386	1	-	-	1
Thermotoga	Bacteria	Thermotogae	Thermotogae	1.87769	1	-	1	3
Thermotoga elfii	Bacteria	Thermotogae	Thermotogae	2.16986	1	-	-	2
Thermotoga hypogea	Bacteria	Thermotogae	Thermotogae	2.16517	1	-	-	2
Thermotoga lettingae	Bacteria	Thermotogae	Thermotogae	2.13534	1	-	-	1
Thermotoga maritima	Bacteria	Thermotogae	Thermotogae	1.86964	1	-	-	3
Thermotoga naphthophila	Bacteria	Thermotogae	Thermotogae	1.80982	1	-	-	1
Thermotoga neapolitana	Bacteria	Thermotogae	Thermotogae	1.88456	1	-	-	2
Thermotoga petrophila	Bacteria	Thermotogae	Thermotogae	1.82351	1	-	1	1
Thermotoga thermarum	Bacteria	Thermotogae	Thermotogae	2.03994	1	-	-	1
Thermotogae bacterium JGI 0000106-O11	Bacteria	Thermotogae	unclassified Thermotogae	0.343694	-	-	-	1
Thermovibrio ammonificans	Bacteria	Aquificae	Aquificae	1.75953	1	-	1	1
Thermovirga lienii	Bacteria	Synergistetes	Synergistia	1.99965	1	-	1	1
Thermus	Bacteria	Deinococcus-Thermus	Deinococci	2.29271	1	-	2	4
Thermus antranikianii	Bacteria	Deinococcus-Thermus	Deinococci	2.16515	-	-	-	1
Thermus aquaticus	Bacteria	Deinococcus-Thermus	Deinococci	2.33819	-	-	-	1
Thermus caliditerrae	Bacteria	Deinococcus-Thermus	Deinococci	2.21811	-	-	-	1
Thermus igniterrae	Bacteria	Deinococcus-Thermus	Deinococci	2.22598	-	-	-	1
Thermus islandicus	Bacteria	Deinococcus-Thermus	Deinococci	2.26301	-	-	-	1
Thermus oshimai	Bacteria	Deinococcus-Thermus	Deinococci	2.40133	1	-	2	2
Thermus scotoductus	Bacteria	Deinococcus-Thermus	Deinococci	2.47568	1	-	1	3
Thermus thermophilus	Bacteria	Deinococcus-Thermus	Deinococci	2.31121	1	-	3	5
Thermus yunnanensis	Bacteria	Deinococcus-Thermus	Deinococci	2.56231	-	-	-	1
Thioalkalimicrobium aerophilum	Bacteria	Proteobacteria	Gammaproteobacteria	2.15051	-	-	-	1
Thioalkalimicrobium cyclicum	Bacteria	Proteobacteria	Gammaproteobacteria	1.93246	1	-	-	1
Thioalkalivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	3.46016	1	-	1	68
Thioalkalivibrio nitratireducens	Bacteria	Proteobacteria	Gammaproteobacteria	4.00235	1	-	-	1
Thioalkalivibrio sulfidiphilus	Bacteria	Proteobacteria	Gammaproteobacteria	3.46455	1	-	-	1
Thioalkalivibrio thiocyanodenitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	3.74665	-	-	-	1
Thioalkalivibrio thiocyanoxidans	Bacteria	Proteobacteria	Gammaproteobacteria	3.75724	-	-	-	2
Thiobacillus denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	3.60995	1	-	-	2
Thiobacillus prosperus	Bacteria	Proteobacteria	Gammaproteobacteria	3.32321	-	-	-	1
Thiobacillus thioparus	Bacteria	Proteobacteria	Betaproteobacteria	3.20152	-	-	-	1
Thiocapsa marina	Bacteria	Proteobacteria	Gammaproteobacteria	5.59554	-	-	-	1
Thioclava	Bacteria	Proteobacteria	Alphaproteobacteria	3.92844	-	-	-	2
Thioclava dalianensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.17906	-	-	-	1
Thioclava pacifica	Bacteria	Proteobacteria	Alphaproteobacteria	3.72829	-	-	-	1
Thiocystis violascens	Bacteria	Proteobacteria	Gammaproteobacteria	5.01707	1	-	-	1
Thioflavicoccus mobilis	Bacteria	Proteobacteria	Gammaproteobacteria	4.13752	1	-	1	1
Thiomicrospira	Bacteria	Proteobacteria	Gammaproteobacteria	2.72571	-	-	-	4
Thiomicrospira arctica	Bacteria	Proteobacteria	Gammaproteobacteria	2.55288	-	-	-	1
Thiomicrospira chilensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.44303	-	-	-	1
Thiomicrospira crunogena	Bacteria	Proteobacteria	Gammaproteobacteria	2.42773	1	-	-	1
Thiomicrospira halophila	Bacteria	Proteobacteria	Gammaproteobacteria	2.35669	-	-	-	1
Thiomicrospira kuenenii	Bacteria	Proteobacteria	Gammaproteobacteria	2.45246	-	-	-	1
Thiomicrospira pelophila	Bacteria	Proteobacteria	Gammaproteobacteria	2.10821	-	-	-	1
Thiomonas	Bacteria	Proteobacteria	Betaproteobacteria	4.38846	-	-	-	2
Thiomonas arsenitoxydans	Bacteria	Proteobacteria	Betaproteobacteria	3.78553	1	-	1	1
Thiomonas intermedia	Bacteria	Proteobacteria	Betaproteobacteria	3.4621	1	-	2	1
Thiorhodococcus	Bacteria	Proteobacteria	Gammaproteobacteria	4.76666	-	-	-	1
Thiorhodococcus drewsii	Bacteria	Proteobacteria	Gammaproteobacteria	5.52419	-	-	-	1
Thiorhodospira sibirica	Bacteria	Proteobacteria	Gammaproteobacteria	3.18887	-	-	-	1
Thiorhodovibrio	Bacteria	Proteobacteria	Gammaproteobacteria	5.34286	-	-	-	1
Thiothrix disciformis	Bacteria	Proteobacteria	Gammaproteobacteria	3.92395	-	-	-	1
Thiothrix flexilis	Bacteria	Proteobacteria	Gammaproteobacteria	3.78763	-	-	-	1
Thiothrix lacustris	Bacteria	Proteobacteria	Gammaproteobacteria	3.71868	-	-	-	1
Thiothrix nivea	Bacteria	Proteobacteria	Gammaproteobacteria	4.69171	-	-	-	1
Thiovulum	Bacteria	Proteobacteria	delta/epsilon subdivisions	2.08059	-	-	-	1
Timonella senegalensis	Bacteria	Actinobacteria	Actinobacteria	3.00994	-	-	-	1
Tistrella mobilis	Bacteria	Proteobacteria	Alphaproteobacteria	6.51298	1	-	4	1
Tolumonas	Bacteria	Proteobacteria	Gammaproteobacteria	3.63224	-	-	-	1
Tolumonas auensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.47129	1	-	-	1
Tolypothrix bouteillei	Bacteria	Cyanobacteria	Nostocales	30.8654	-	-	-	1
Tomitella biformata	Bacteria	Actinobacteria	Actinobacteria	4.70953	-	-	-	1
Trabulsiella guamensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.92975	-	-	-	1
Treponema	Bacteria	Spirochaetes	Spirochaetia	3.03205	-	-	-	2
Treponema azotonutricium	Bacteria	Spirochaetes	Spirochaetia	3.85567	1	-	-	1
